Datum;UhrZeit;MesswertCount;Nennvolumen;VolumenAktuelleMessung;MlVolumen;WaagenWert;ZWert;WasserTemperatur;LuftDruck;GeraeteArt;SnDisplay;RevDisplay;SnBasis;RevBasis;Fac;FacNeu;Offset;OffsetNeu;Ut;SpeedUp;SpeedDown;Pruefzeit;PcName;UserName
24.06.2021;10:52:36;1;10ml;1;1,03399824;1,0307;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:00:57;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:52:44;2;10ml;1;1,03138992;1,0281;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:01:05;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:52:50;3;10ml;1;1,03088832;1,0276;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:01:12;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:52:57;4;10ml;1;1,03219248;1,0289;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:01:19;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:53:06;5;10ml;1;1,03339632;1,0301;1,0032;22,11;996,1;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:01:27;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:53:13;6;10ml;1;1,03550304;1,0322;1,0032;22,11;996,1;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;;00000381;2 ml/s;2 ml/s;00:01:34;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:53:34;1;10ml;1;5,01790608;5,0019;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:01:56;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:53:46;2;10ml;1;5,02141728;5,0054;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:02:07;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:53:58;3;10ml;1;5,01870864;5,0027;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:02:19;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:54:11;4;10ml;1;5,01941088;5,0034;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:02:32;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:54:26;5;10ml;1;5,01941088;5,0034;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:02:47;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:54:38;6;10ml;1;5,02412592;5,0081;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:02:59;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:54:58;1;10ml;1;10,02708432;9,9951;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:03:19;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:55:15;2;10ml;1;10,02959232;9,9976;1,0032;22,11;996,3;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:03:37;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:55:32;3;10ml;1;10,03009392;9,9981;1,0032;22,11;996,2;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:03:54;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:55:49;4;10ml;1;10,03119744;9,9992;1,0032;22,11;996,3;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:04:11;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:56:06;5;10ml;1;10,03179936;9,9998;1,0032;22,11;996,1;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:04:27;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:56:23;6;10ml;1;10,03039488;9,9984;1,0032;22,11;996,1;dispenser;71105033;40001051;11106019;51001171;00033671;;00452000;00267790;00000381;2 ml/s;2 ml/s;00:04:44;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:58:42;1;10ml;1;1,01263008;1,0094;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00267790;00000381;2 ml/s;2 ml/s;00:00:53;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:58:50;2;10ml;1;1,01142624;1,0082;1,0032;22,21;996,3;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00267790;00000381;2 ml/s;2 ml/s;00:01:00;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:58:57;3;10ml;1;1,010724;1,0075;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00267790;00000381;2 ml/s;2 ml/s;00:01:07;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:59:09;1;10ml;1;5,00055072;4,9846;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:01:20;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:59:21;2;10ml;1;5,00566704;4,9897;1,0032;22,21;996,3;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:01:31;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:59:33;3;10ml;1;5,00737248;4,9914;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:01:43;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;10:59:50;1;10ml;1;9,99698832;9,9651;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:02:00;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:00:09;2;10ml;1;9,99869376;9,9668;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:02:20;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:00:27;3;10ml;1;10,00431168;9,9724;1,0032;22,21;996,2;dispenser;71105033;40001051;11106019;51001171;00033772;00033772;00267790;00202867;00000381;2 ml/s;2 ml/s;00:02:37;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:16;1;10ml;1;1,01383392;1,0106;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:00:54;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:24;2;10ml;1;1,01202816;1,0088;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:01:02;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:32;3;10ml;1;1,01082432;1,0076;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:01:10;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:42;4;10ml;1;1,00761408;1,0044;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:01:20;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:49;5;10ml;1;1,0092192;1,006;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:01:27;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:26:56;6;10ml;1;1,00781472;1,0046;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;;00000217;2 ml/s;2 ml/s;00:01:35;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:27:18;1;10ml;1;5,00707152;4,9911;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:01:56;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:27:31;2;10ml;1;5,00416224;4,9882;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:02:09;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:27:43;3;10ml;1;5,0054664;4,9895;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:02:21;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:27:55;4;10ml;1;5,00707152;4,9911;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:02:33;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:28:06;5;10ml;1;5,00717184;4,9912;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:02:44;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:28:18;6;10ml;1;5,00656992;4,9906;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:02:56;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:28:35;1;10ml;1;10,01133408;9,9794;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:03:14;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:28:52;2;10ml;1;10,01414304;9,9822;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:03:30;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:29:11;3;10ml;1;10,01474496;9,9828;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:03:49;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:29:28;4;10ml;1;10,0134408;9,9815;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:04:06;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:29:46;5;10ml;1;10,01966064;9,9877;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:04:24;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:30:03;6;10ml;1;10,02066384;9,9887;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033671;;00452000;00394755;00000217;2 ml/s;2 ml/s;00:04:41;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:31:17;1;10ml;1;1,0087176;1,0055;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00394755;00000217;2 ml/s;2 ml/s;00:00:55;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:31:25;2;10ml;1;1,005708;1,0025;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00394755;00000217;2 ml/s;2 ml/s;00:01:03;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:31:33;3;10ml;1;1,00580832;1,0026;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00394755;00000217;2 ml/s;2 ml/s;00:01:10;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:31:45;1;10ml;1;5,00406192;4,9881;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:01:23;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:31:58;2;10ml;1;5,00325936;4,9873;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:01:36;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:32:10;3;10ml;1;5,00315904;4,9872;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:01:47;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:32:28;1;10ml;1;10,00370976;9,9718;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:02:06;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:32:45;2;10ml;1;10,0054152;9,9735;1,0032;22,31;996,3;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:02:22;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;11:33:02;3;10ml;1;10,00531488;9,9734;1,0032;22,31;996,2;dispenser;71108012;40001051;11103014;51001171;00033724;00033724;00394755;00356985;00000217;2 ml/s;2 ml/s;00:02:40;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:28:26;1;10ml;1;1,008216;1,005;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:00:55;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:28:34;2;10ml;1;1,02145824;1,0182;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:01:02;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:28:42;3;10ml;1;1,01754576;1,0143;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:01:10;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:28:50;4;10ml;1;1,01965248;1,0164;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:01:18;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:28:57;5;10ml;1;1,02145824;1,0182;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:01:26;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:29:05;6;10ml;1;1,0137336;1,0105;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;;00000211;1 ml/s;1 ml/s;00:01:33;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:29:27;1;10ml;1;5,02091568;5,0049;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:01:55;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:29:39;2;10ml;1;5,02532976;5,0093;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:02:07;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:29:51;3;10ml;1;5,02282176;5,0068;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:02:20;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:30:04;4;10ml;1;5,02211952;5,0061;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:02:32;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:30:16;5;10ml;1;5,01981216;5,0038;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:02:45;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:30:28;6;10ml;1;5,02111632;5,0051;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:02:57;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:30:45;1;10ml;1;10,02838848;9,9964;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:03:14;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:31:02;2;10ml;1;10,02919104;9,9972;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:03:30;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:31:18;3;10ml;1;10,03240128;10,0004;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:03:47;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:31:39;4;10ml;1;10,03531056;10,0033;1,0032;22,41;995,4;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:04:07;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:31:55;5;10ml;1;10,0299936;9,998;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:04:24;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;13:32:13;6;10ml;1;10,029492;9,9975;1,0032;22,41;995,3;dispenser;71105046;40001051;11103010;51001171;00033671;;00452000;00356740;00000211;1 ml/s;1 ml/s;00:04:42;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:02:52;1;10ml;1;1,0152384;1,012;1,0032;22,31;995,2;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00356740;00000211;2 ml/s;2 ml/s;00:00:53;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:03:01;2;10ml;1;1,01242944;1,0092;1,0032;22,31;995,2;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00356740;00000211;2 ml/s;2 ml/s;00:01:01;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:03:09;3;10ml;1;1,01403456;1,0108;1,0032;22,31;995,2;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00356740;00000211;2 ml/s;2 ml/s;00:01:09;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:03:23;1;10ml;1;5,00275776;4,9868;1,0032;22,31;995,2;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:01:24;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:03:35;2;10ml;1;5,0094792;4,9935;1,0032;22,31;995,3;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:01:36;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:03:49;3;10ml;1;5,00757312;4,9916;1,0032;22,31;995,3;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:01:50;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:04:07;1;10ml;1;9,99909504;9,9672;1,0032;22,31;995,3;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:02:08;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:04:24;2;10ml;1;9,99718896;9,9653;1,0032;22,31;995,3;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:02:24;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
24.06.2021;14:04:40;3;10ml;1;10,0003992;9,9685;1,0032;22,31;995,2;dispenser;71105046;40001051;11103010;51001171;00033775;00033775;00356740;00278896;00000211;2 ml/s;2 ml/s;00:02:41;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:40:09;1;50ml;5;0,72561456;0,7233;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000250;10 ml/s;10 ml/s;00:00:36;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:40:12;2;50ml;5;0,00030096;0,0003;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000250;10 ml/s;10 ml/s;00:00:39;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:40:17;3;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000250;10 ml/s;10 ml/s;00:00:43;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:40:21;4;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000250;10 ml/s;10 ml/s;00:00:47;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:20;1;50ml;5;0,704748;0,7025;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:37;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:23;2;50ml;5;0;0;1,0032;22,01;997,4;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:40;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:26;3;50ml;5;0;0;1,0032;22,01;997,4;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:43;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:30;4;50ml;5;0;0;1,0032;22,01;997,4;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:47;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:39;5;50ml;5;-0,00030096;-0,0003;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:56;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:41:42;6;50ml;5;-0,00010032;-0,0001;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;;00000150;10 ml/s;10 ml/s;00:00:59;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:01;1;50ml;5;0,00010032;0,0001;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:18;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:04;2;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:21;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:07;3;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:24;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:10;4;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:27;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:14;5;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:31;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
25.06.2021;09:42:17;6;50ml;5;0;0;1,0032;22,01;997,3;dispenser;71106002;51001121;51106006;60002035;00017171;;01376500;34232552;00000150;10 ml/s;10 ml/s;00:01:34;DEEER-D134.HIRSCHMANN.LOCAL;HIRSCHMANN\v.greiner
